Co_Ref,Contact_ID,Call_Date,Direction,cc_business_struggles_financial_hardship,cc_dissatisfaction_support,cc_contractor_sentiment,cc_contractor_sentiment_issues_score,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_complained,Analysed_Call
EA9555,686663000000.0,2025-11-04,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MB8386,624537000000.0,2025-04-23,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MA6602,690297000000.0,2025-12-17,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IQ2404,594704000000.0,2025-01-24,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
JR0323,686663000000.0,2025-11-04,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
CX8586,679458000000.0,2025-08-01,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ZG0218,679211000000.0,2025-07-28,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
SU5131,686277000000.0,2025-10-29,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
CH4221,687862000000.0,2025-11-18,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
XN0026,677090000000.0,2025-06-30,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
LL9477,678698000000.0,2025-07-21,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ZZ9443,593697000000.0,2025-01-08,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
EJ1532,678401000000.0,2025-07-17,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
LX3961,596925000000.0,2025-02-26,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
CS8502,625696000000.0,2025-05-09,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
NB9757,594704000000.0,2025-01-23,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
TI9153,622557000000.0,2025-03-24,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
TO7498,684417000000.0,2025-10-07,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
JH3513,621700000000.0,2025-03-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
TX8032,621825000000.0,2025-03-13,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
AL0530,624536000000.0,2025-04-23,IN_BOUND,No,No,Satisfied,90,No,No,No,1
UL1412,682975000000.0,2025-09-17,IN_BOUND,No,No,Satisfied,90,No,No,No,1
GX9192,596363000000.0,2025-02-19,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
RT1115,594581000000.0,2025-01-22,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
VU9662,626392000000.0,2025-05-20,IN_BOUND,No,No,Satisfied,90,No,No,No,1
FJ4598,624537000000.0,2025-04-23,IN_BOUND,No,No,Satisfied,90,No,No,No,1
PU5294,691674000000.0,2026-01-07,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
OA9146,691673000000.0,2026-01-06,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MN0745,589929000000.0,2024-11-06,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
LO5627,590249000000.0,2024-11-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
HA1887,592293000000.0,2024-12-12,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
BF5350,684955000000.0,2025-10-13,IN_BOUND,No,No,Satisfied,90,No,No,No,1
AH2523,676944000000.0,2025-06-27,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ZD5446,593697000000.0,2025-01-08,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
XL0205,589929000000.0,2024-11-06,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
LM0303,689354000000.0,2025-12-08,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
AK9167,689717000000.0,2025-12-10,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
NM7909,650533000000.0,2025-05-23,IN_BOUND,No,No,Satisfied,90,No,No,No,1
SI7679,687862000000.0,2025-11-18,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DZ2595,676791000000.0,2025-06-25,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DL7896,676944000000.0,2025-06-27,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
LF8537,686836000000.0,2025-11-05,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
AA4169,625696000000.0,2025-05-09,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DD3777,677235000000.0,2025-07-02,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IJ4634,690130000000.0,2025-12-15,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ED6660,686119000000.0,2025-10-28,IN_BOUND,No,No,Satisfied,80,No,No,No,1
UJ5996,594425000000.0,2025-01-20,IN_BOUND,No,No,Satisfied,80,No,No,No,1
LL4222,625975000000.0,2025-05-14,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
EZ5601,624342000000.0,2025-04-22,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
WT8192,595746000000.0,2025-02-10,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
NP9218,679323000000.0,2025-07-29,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
SS8679,683925000000.0,2025-09-30,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
OK8771,688015000000.0,2025-11-20,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ZH3332,690633000000.0,2025-12-22,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
UX4382,677090000000.0,2025-06-30,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
HE7016,590249000000.0,2024-11-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HQ5560,626392000000.0,2025-05-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ES5797,686118000000.0,2025-10-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AS7135,678401000000.0,2025-07-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HD6180,687352000000.0,2025-11-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FX6931,684084000000.0,2025-10-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MY2982,685125000000.0,2025-10-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GC1206,686481000000.0,2025-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NZ3318,686277000000.0,2025-10-29,OUT_BOUND,No,No,Neutral,70,No,No,No,1
BF3302,689553000000.0,2025-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IR2783,676649000000.0,2025-06-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RY4430,684558000000.0,2025-10-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CC4442,687553000000.0,2025-11-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DQ5597,622846000000.0,2025-03-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KZ0919,594293000000.0,2025-01-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SW9894,594293000000.0,2025-01-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DO3533,681067000000.0,2025-08-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IG8107,687353000000.0,2025-11-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HO1933,591754000000.0,2024-12-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QH9143,592294000000.0,2024-12-13,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IR6028,625975000000.0,2025-05-14,IN_BOUND,No,No,Neutral,80,No,No,No,1
KB8723,686119000000.0,2025-10-28,IN_BOUND,No,No,Neutral,80,No,No,No,1
GO7159,594581000000.0,2025-01-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IN3963,689718000000.0,2025-12-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TV2831,687861000000.0,2025-11-17,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TL8919,689552000000.0,2025-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CP1145,689718000000.0,2025-12-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UT8173,691673000000.0,2026-01-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SO5912,691673000000.0,2026-01-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KP7064,691674000000.0,2026-01-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SH8118,691479000000.0,2026-01-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YH2886,590736000000.0,2024-11-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BW4097,592747000000.0,2024-12-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KK2479,592601000000.0,2024-12-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BJ0258,591634000000.0,2024-12-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NO1958,590915000000.0,2024-11-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CP3011,591917000000.0,2024-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RM2730,565228000000.0,2024-10-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DL4658,565228000000.0,2024-10-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CY8491,591514000000.0,2024-12-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UZ2319,565090000000.0,2024-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JI7974,591917000000.0,2024-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TE7310,565597000000.0,2024-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QV4045,565597000000.0,2024-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GG4828,590066000000.0,2024-11-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YN3404,591634000000.0,2024-12-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DG6166,678522000000.0,2025-07-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EO4614,596779000000.0,2025-02-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EN5862,622845000000.0,2025-03-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WR1332,597237000000.0,2025-03-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CH0091,621541000000.0,2025-03-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QG6697,624838000000.0,2025-04-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CO6266,596191000000.0,2025-02-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IU7221,596778000000.0,2025-02-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VP6524,684417000000.0,2025-10-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HR5074,597368000000.0,2025-03-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MF5394,685632000000.0,2025-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MX9251,684955000000.0,2025-10-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RL4242,690632000000.0,2025-12-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NY7458,684787000000.0,2025-10-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JU4500,686837000000.0,2025-11-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IE1469,595466000000.0,2025-02-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZP1294,689355000000.0,2025-12-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BX2589,682152000000.0,2025-09-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZZ5565,685241000000.0,2025-10-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QX8777,652191000000.0,2025-06-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QI0205,650977000000.0,2025-05-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BR7840,685125000000.0,2025-10-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EF8665,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AV6773,685124000000.0,2025-10-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GE6080,677795000000.0,2025-07-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IN9088,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MP6911,689553000000.0,2025-12-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LO8877,685125000000.0,2025-10-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KM8884,594704000000.0,2025-01-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DX5660,678400000000.0,2025-07-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NX3547,688015000000.0,2025-11-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UY7049,650976000000.0,2025-05-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GF2312,684416000000.0,2025-10-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BB6458,595925000000.0,2025-02-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DX2156,621824000000.0,2025-03-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MP1687,682341000000.0,2025-09-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SK5833,684955000000.0,2025-10-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TI6704,651743000000.0,2025-06-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BW4097,690130000000.0,2025-12-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VW1481,684558000000.0,2025-10-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BR1298,690633000000.0,2025-12-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JY1545,690437000000.0,2025-12-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JM6347,625512000000.0,2025-05-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VY5505,684954000000.0,2025-10-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
US1306,684956000000.0,2025-10-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QJ3961,682975000000.0,2025-09-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SH6197,684558000000.0,2025-10-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KE1773,690130000000.0,2025-12-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VK8829,684417000000.0,2025-10-07,OUT_BOUND,No,No,Neutral,80,No,No,No,1
JT8300,682341000000.0,2025-09-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WG2587,625851000000.0,2025-05-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
II0419,597368000000.0,2025-03-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SI7678,687684000000.0,2025-11-17,OUT_BOUND,No,No,Neutral,80,No,No,No,1
UW8026,593390000000.0,2025-01-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BO5919,687554000000.0,2025-11-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OO3131,687159000000.0,2025-11-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NV3710,596362000000.0,2025-02-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UE4091,688586000000.0,2025-11-27,OUT_BOUND,No,No,Neutral,80,No,No,No,1
AZ4756,690632000000.0,2025-12-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CK6153,681582000000.0,2025-08-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NP6828,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JL6070,686278000000.0,2025-10-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ON8457,684558000000.0,2025-10-09,OUT_BOUND,No,No,Neutral,80,No,No,No,1
CC8266,676944000000.0,2025-06-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RA8528,686663000000.0,2025-11-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WM9992,650977000000.0,2025-05-30,OUT_BOUND,No,No,Neutral,80,No,No,No,1
PW3812,690131000000.0,2025-12-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GN3182,678698000000.0,2025-07-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UE9033,688704000000.0,2025-11-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NK2814,684084000000.0,2025-10-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LI1836,686663000000.0,2025-11-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TA8834,688423000000.0,2025-11-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PK6224,683926000000.0,2025-10-01,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JH0660,680317000000.0,2025-08-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VN1058,690130000000.0,2025-12-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BF3302,690633000000.0,2025-12-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LR3949,685773000000.0,2025-10-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ON9165,690437000000.0,2025-12-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZF3017,686119000000.0,2025-10-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZX2621,684084000000.0,2025-10-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YA4714,596191000000.0,2025-02-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OX5744,683260000000.0,2025-09-22,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EC6016,677576000000.0,2025-07-07,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RR3465,688423000000.0,2025-11-24,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BC7177,688705000000.0,2025-11-28,IN_BOUND,No,No,Neutral,80,No,No,No,1
FD2053,690130000000.0,2025-12-15,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EG3510,684558000000.0,2025-10-09,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GH2253,690847000000.0,2025-12-24,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RB4034,689553000000.0,2025-12-09,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WN4530,652190000000.0,2025-06-16,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YO2261,622845000000.0,2025-03-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EK6026,594990000000.0,2025-01-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
XW4781,676791000000.0,2025-06-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DH0197,688423000000.0,2025-11-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RV6722,685125000000.0,2025-10-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LT6551,677411000000.0,2025-07-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SD3892,686662000000.0,2025-11-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KY4604,622846000000.0,2025-03-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FL2605,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GM9071,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OL0010,678859000000.0,2025-07-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FI2880,684558000000.0,2025-10-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IL9278,622846000000.0,2025-03-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DL7923,690297000000.0,2025-12-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QH6142,687352000000.0,2025-11-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EX0745,678697000000.0,2025-07-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NR2421,590066000000.0,2024-11-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PY0901,592898000000.0,2024-12-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TI8102,691479000000.0,2026-01-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RA3394,589928000000.0,2024-11-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UV9937,590438000000.0,2024-11-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WR1566,684085000000.0,2025-10-03,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MI6313,685774000000.0,2025-10-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EO4829,596363000000.0,2025-02-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EA4879,690297000000.0,2025-12-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BV1338,686481000000.0,2025-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PJ6425,625080000000.0,2025-05-01,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GK9158,593697000000.0,2025-01-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IK0025,621541000000.0,2025-03-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LL9477,681583000000.0,2025-08-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MG9497,678203000000.0,2025-07-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PC7354,621825000000.0,2025-03-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GQ0306,684954000000.0,2025-10-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DN2475,688424000000.0,2025-11-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CJ2285,688424000000.0,2025-11-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OK1306,596486000000.0,2025-02-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NZ2667,651142000000.0,2025-06-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DJ5557,595925000000.0,2025-02-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SX6168,678084000000.0,2025-07-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BD2744,594136000000.0,2025-01-14,IN_BOUND,No,No,Neutral,60,No,No,No,1
BS3448,686119000000.0,2025-10-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WI4194,682150000000.0,2025-09-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QA3247,650533000000.0,2025-05-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BU2656,685773000000.0,2025-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DI1117,595127000000.0,2025-01-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DA8731,681422000000.0,2025-08-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KF5044,678084000000.0,2025-07-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PS4187,689008000000.0,2025-12-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZZ8433,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AZ2952,590558000000.0,2024-11-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
XF2127,679323000000.0,2025-07-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EN0729,651743000000.0,2025-06-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NV3710,621825000000.0,2025-03-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DT4987,623304000000.0,2025-04-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CP1035,685774000000.0,2025-10-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
XL1021,690130000000.0,2025-12-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KF0986,684787000000.0,2025-10-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KQ2834,687861000000.0,2025-11-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BX9989,685631000000.0,2025-10-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KP3758,686278000000.0,2025-10-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KZ0919,592448000000.0,2024-12-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BR3113,594990000000.0,2025-01-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KQ8682,686481000000.0,2025-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UX7958,685774000000.0,2025-10-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EV0191,651407000000.0,2025-06-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IA2002,594581000000.0,2025-01-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NP5654,684084000000.0,2025-10-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EI7924,683106000000.0,2025-09-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DY8762,679014000000.0,2025-07-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NB0134,676648000000.0,2025-06-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GK4595,623633000000.0,2025-04-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SH8826,597081000000.0,2025-02-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KE2490,676944000000.0,2025-06-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VW5720,686118000000.0,2025-10-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SI2780,677410000000.0,2025-07-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
XJ2798,687552000000.0,2025-11-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
