Co_Ref,crm_customer_payment_intention,crm_contractor_suggested_leave,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_agent_chase_count,crm_financial_hardship_mentioned,crm_delays_in_accreditation,crm_membership_overdue
YJ2896,Yes,No,No,No,No,0,No,No,No
GO6392,No,No,No,No,No,0,No,No,No
HX1682,No,No,No,No,No,0,No,No,No
PC0012,No,No,No,No,No,0,No,No,No
JB2667,No,No,No,No,No,0,No,No,No
QQ5087,No,No,No,No,No,0,No,No,No
MT8258,No,No,No,No,No,0,No,No,No
SJ0350,No,No,No,No,No,0,No,No,No
WF3483,No,No,No,No,No,0,No,No,No
GR0619,No,No,No,No,No,0,No,No,No
OC0479,No,No,No,No,No,0,No,No,No
LU8733,Yes,No,No,No,No,0,No,No,No
YM0388,Yes,No,No,No,No,0,No,No,No
UM4535,Yes,No,No,No,No,0,No,No,No
MQ3010,Yes,No,No,No,No,0,No,No,No
PZ7980,Yes,No,No,No,No,0,No,No,No
MJ9781,Yes,No,No,No,No,0,No,No,No
JG1817,Yes,No,No,No,No,0,No,No,No
HG2985,Yes,No,No,No,No,0,No,No,No
HA3143,Yes,No,No,No,No,0,No,No,No
QX7917,Yes,No,No,No,No,0,No,No,No
YK8881,Yes,No,No,No,No,0,No,No,No
GU2707,Yes,No,No,No,No,0,No,No,No
ZM2203,Yes,No,No,No,No,0,No,No,No
IS9889,Yes,No,No,No,No,0,No,No,No
TT4568,Yes,No,No,No,No,0,No,No,No
ZA5498,Yes,No,No,No,No,0,No,No,No
XR5363,Yes,No,No,No,No,0,No,No,No
KC7061,Yes,No,No,No,No,0,No,No,No
NJ4194,Yes,No,No,No,No,0,No,No,No
ON8705,No,No,No,No,No,0,No,No,No
YM1336,No,No,No,No,No,0,No,No,No
RL5246,No,No,No,No,No,0,No,No,No
SW4386,No,No,No,No,No,0,No,No,No
HA9137,No,No,No,No,No,0,No,No,No
FO1154,No,No,No,No,No,0,No,No,No
DH8594,Yes,No,No,No,No,0,No,No,No
TS2708,No,No,No,No,No,0,No,No,No
WW0162,No,No,No,No,No,0,No,No,No
BN0600,No,No,No,No,No,0,No,No,No
RU1002,Yes,No,No,No,No,0,No,No,No
DE6767,No,No,No,No,No,0,No,No,No
TM7486,Yes,No,No,No,No,0,No,No,No
FI5598,No,No,No,No,No,0,No,No,No
PJ2123,Yes,No,No,No,No,0,No,No,No
YO2012,Yes,No,No,No,No,0,No,No,No
HQ2492,No,No,No,No,No,0,No,No,No
DP2149,No,No,No,No,No,0,No,No,No
FG0733,No,No,No,No,No,0,No,No,No
FM4307,No,No,No,No,No,0,No,No,No
TW7516,No,No,No,No,No,0,No,No,No
AD2220,No,No,No,No,No,0,No,No,No
PY0148,No,No,No,No,No,0,No,No,No
ZC2572,No,No,No,No,No,0,No,No,No
FR5692,No,No,No,No,No,0,No,No,No
NA9172,No,No,No,No,No,0,No,No,No
MR4814,No,No,No,No,No,0,No,No,No
QP2957,No,No,No,No,No,0,No,No,No
XX9555,No,No,No,No,No,0,No,No,No
RX0310,No,No,No,No,No,0,No,No,No
OM4847,No,No,No,No,No,0,No,No,No
TJ2501,No,No,No,No,No,0,No,No,No
HY2809,No,No,No,No,No,0,No,No,No
DH0905,Yes,No,No,No,No,0,No,No,No
QJ3178,Yes,No,No,No,No,0,No,No,No
TZ8241,Yes,No,No,No,No,0,No,No,No
RT3675,Yes,No,No,No,No,0,No,No,No
HR3366,Yes,No,No,No,No,0,No,No,No
QZ6908,Yes,No,No,No,No,0,No,No,No
EZ1875,Yes,No,No,No,No,0,No,No,No
QU1736,Yes,No,No,No,No,0,No,No,No
PK3640,No,No,No,No,No,0,No,No,No
QG4451,Yes,No,No,No,No,0,No,No,No
AC4408,Yes,No,No,No,No,0,No,No,No
MI9513,No,No,No,No,No,0,No,No,No
TV7705,Yes,No,No,No,No,0,No,No,No
MJ9064,No,No,No,No,No,0,No,No,No
RE5794,No,No,No,No,No,0,No,No,No
WT0799,No,No,No,No,No,0,No,No,No
JQ6259,Yes,No,No,No,No,0,No,No,No
RT2745,Yes,No,No,No,No,0,No,No,No
HH9439,No,No,No,No,No,0,No,No,No
ZA5117,Yes,No,No,No,No,0,No,No,No
RX1620,Yes,No,No,No,No,0,No,No,No
PV8551,No,No,No,No,No,0,No,No,No
AS0094,Yes,No,No,No,No,0,No,No,No
PU3034,Yes,No,No,No,No,0,No,No,No
ZX7509,No,No,No,No,No,0,No,No,No
LR9567,No,No,No,No,No,0,No,No,No
SS6763,No,No,No,No,No,0,No,No,No
NL4764,No,No,No,No,No,0,No,No,No
JU2417,No,No,No,No,No,0,No,No,No
RV8179,Yes,No,No,No,No,0,No,No,No
DF1174,No,No,No,No,No,0,No,No,No
IG0973,Yes,No,No,No,No,0,No,No,No
JZ3246,Yes,No,No,No,No,0,No,No,No
XR3294,Yes,No,No,No,No,0,No,No,No
SG2663,Yes,No,No,No,No,0,No,No,No
DB0471,No,No,No,No,No,0,No,No,No
YL1526,No,No,No,No,No,0,No,No,No
DZ6924,No,No,No,No,No,0,No,No,No
LD9229,No,No,No,No,No,0,No,No,No
JM2843,Yes,No,No,No,No,0,No,No,No
VH8568,Yes,No,No,No,No,0,No,No,No
RC7326,No,No,No,No,No,0,No,No,No
XR5303,Yes,No,No,No,No,0,No,No,No
FN8734,Yes,No,No,No,No,0,No,No,No
PG9046,Yes,No,No,No,No,0,No,No,No
UB4867,Yes,No,No,No,No,0,No,No,No
OK2740,Yes,No,No,No,No,0,No,No,No
MD7782,No,No,No,No,No,0,No,No,No
NN2078,Yes,No,No,No,No,0,No,No,No
YF4245,Yes,No,No,No,No,0,No,No,No
NV1403,Yes,No,No,No,No,0,No,No,No
AO6139,Yes,No,No,No,No,0,No,No,No
NA1602,No,No,No,No,No,0,No,No,No
CV6226,No,No,No,No,No,0,No,No,No
PY7330,Yes,No,No,No,No,0,No,No,No
ND5532,Yes,No,No,No,No,0,No,No,No
DO8737,Yes,No,No,No,No,0,No,No,No
UO6983,Yes,No,No,No,No,0,No,No,No
BR0262,No,No,No,No,No,0,No,No,No
CX8918,Yes,No,No,No,No,0,No,No,No
WR7491,No,No,No,No,No,0,No,No,No
KS5757,No,No,No,No,No,0,No,No,No
IB2179,No,No,No,No,No,0,No,No,No
HP9644,No,No,No,No,No,0,No,No,No
WL9584,No,No,No,No,No,0,No,No,No
YG2892,No,No,No,No,No,0,No,No,No
AU7127,Yes,No,No,No,No,0,No,No,No
WL4082,Yes,No,No,No,No,0,No,No,No
IX4449,Yes,No,No,No,No,0,No,No,No
YQ7946,Yes,No,No,No,No,0,No,No,No
DZ0913,Yes,No,No,No,No,0,No,No,No
BB9612,Yes,No,No,No,No,0,No,No,No
LU2695,Yes,No,No,No,No,0,No,No,No
MF1636,Yes,No,No,No,No,0,No,No,No
WI6065,Yes,No,No,No,No,0,No,No,No
FA4090,Yes,No,No,No,No,0,No,No,No
CP1069,Yes,No,No,No,No,0,No,No,No
HX9281,Yes,No,No,No,No,0,No,No,No
IO9962,Yes,No,No,No,No,0,No,No,No
RL3798,Yes,No,No,No,No,0,No,No,No
YD3430,Yes,No,No,No,No,0,No,No,No
ZI5671,Yes,No,No,No,No,0,No,No,No
KK7515,Yes,No,No,No,No,0,No,No,No
HU6835,Yes,No,No,No,No,0,No,No,No
CQ0539,Yes,No,No,No,No,0,No,No,No
WV6401,Yes,No,No,No,No,0,No,No,No
GB2363,Yes,No,No,No,No,0,No,No,No
OF9454,Yes,No,No,No,No,0,No,No,No
FG3128,Yes,No,No,No,No,0,No,No,No
RM3151,Yes,No,No,No,No,0,No,No,No
BA1175,Yes,No,No,No,No,0,No,No,No
NV7410,Yes,No,No,No,No,0,No,No,No
ZP6021,Yes,No,No,No,No,0,No,No,No
VW2764,Yes,No,No,No,No,0,No,No,No
QV5957,Yes,No,No,No,No,0,No,No,No
SM7467,Yes,No,No,No,No,0,No,No,No
TR8404,Yes,No,No,No,No,0,No,No,No
FW3730,Yes,No,No,No,No,0,No,No,No
GI7382,Yes,No,No,No,No,0,No,No,No
WN2528,Yes,No,No,No,No,0,No,No,No
TF6052,Yes,No,No,No,No,0,No,No,No
IY3236,Yes,No,No,No,No,0,No,No,No
PL6456,Yes,No,No,No,No,0,No,No,No
KI0836,Yes,No,No,No,No,0,No,No,No
CT4782,Yes,No,No,No,No,0,No,No,No
OZ1504,Yes,No,No,No,No,0,No,No,No
IQ9731,Yes,No,No,No,No,0,No,No,No
ET0912,Yes,No,No,No,No,0,No,No,No
YJ3499,Yes,No,No,No,No,0,No,No,No
JW3812,Yes,No,No,No,No,0,No,No,No
MY6454,Yes,No,No,No,No,0,No,No,No
CQ7098,No,No,No,No,No,0,No,No,No
FM4591,No,No,No,No,No,0,No,No,No
CI0828,No,No,No,No,No,0,No,No,No
MV3914,No,No,No,No,No,0,No,No,No
GR5315,No,No,No,No,No,0,No,No,No
FQ4459,No,No,No,No,No,0,No,No,No
GG7177,No,No,No,No,No,0,No,No,No
OE4494,No,No,No,No,No,0,No,No,No
TO1768,No,No,No,No,No,0,No,No,No
OM9442,No,No,No,No,No,0,No,No,No
RK4491,No,No,No,No,No,0,No,No,No
DY1399,No,No,No,No,No,0,No,No,No
PY0042,No,No,No,No,No,0,No,No,No
SP8565,No,No,No,No,No,0,No,No,No
EI7821,No,No,No,No,No,0,No,No,No
QY1120,No,No,No,No,No,0,No,No,No
KF5044,No,No,No,No,No,0,No,No,No
GL7988,No,No,No,No,No,0,No,No,No
RW0957,No,No,No,No,No,0,No,No,No
ZO3451,No,No,No,No,No,0,No,No,No
WF0084,No,No,No,No,No,0,No,No,No
KP4581,Yes,No,No,No,No,0,No,No,No
NE7242,No,No,No,No,No,0,No,No,No
OE4769,No,No,No,No,No,0,No,No,No
PS1978,No,No,No,No,No,0,No,No,No
UM4024,Yes,No,No,No,No,0,No,No,No
AH5736,Yes,No,No,No,No,0,No,No,No
HV4087,No,No,No,No,No,0,No,No,No
OZ9071,No,No,No,No,No,0,No,No,No
WA0692,No,No,No,No,No,0,No,No,No
WV4811,Yes,No,No,No,No,0,No,No,No
ZD2066,No,No,No,No,No,0,No,No,No
DD4742,No,No,No,No,No,0,No,No,No
HX3045,No,No,No,No,No,0,No,No,No
EP9480,No,No,No,No,No,0,No,No,No
RN3321,Yes,No,No,No,No,0,No,No,No
EQ3393,Yes,No,No,No,No,0,No,No,No
EX2064,Yes,No,No,No,No,0,No,No,No
WF0035,Yes,No,No,No,No,0,No,No,No
JN2083,Yes,No,No,No,No,0,No,No,No
DZ6907,Yes,No,No,No,No,0,No,No,No
LK7613,Yes,No,No,No,No,0,No,No,No
DD5096,Yes,No,No,No,No,0,No,No,No
NN6867,Yes,No,No,No,No,0,No,No,No
FO1509,No,No,No,No,No,0,No,No,No
WG4132,No,No,No,No,No,0,No,No,No
ZF6029,No,No,No,No,No,0,No,No,No
ZX9644,No,No,No,No,No,0,No,No,No
EP7287,No,No,No,No,No,0,No,No,No
DB9736,No,No,No,No,No,0,No,No,No
HI1684,No,No,No,No,No,0,No,No,No
WT7195,No,No,No,No,No,0,No,No,No
YP2285,No,No,No,No,No,0,No,No,No
DJ1978,Yes,No,No,No,No,0,No,No,No
YJ8797,Yes,No,No,No,No,0,No,No,No
HR9474,Yes,No,No,No,No,0,No,No,No
ST1616,Yes,No,No,No,No,0,No,No,No
HM9537,Yes,No,No,No,No,0,No,No,No
NN9407,Yes,No,No,No,No,0,No,No,No
LO3831,No,No,No,No,No,0,No,No,No
KF0986,Yes,No,No,No,No,0,No,No,No
OF0665,Yes,No,No,No,No,0,No,No,No
HN7967,Yes,No,No,No,No,0,No,No,No
XQ7453,Yes,No,No,No,No,0,No,No,No
VY9032,Yes,No,No,No,No,0,No,No,No
BS6586,No,No,No,No,No,0,No,No,No
DV1956,Yes,No,No,No,No,0,No,No,No
DE0082,Yes,No,No,No,No,0,No,No,No
RH2828,Yes,No,No,No,No,0,No,No,No
SR9582,Yes,No,No,No,No,0,No,No,No
XD7768,No,No,No,No,No,0,No,No,No
FM8963,Yes,No,No,No,No,0,Yes,No,No
LV5464,No,No,No,No,No,0,No,No,No
VI2336,Yes,No,No,No,No,0,Yes,No,No
WE3220,No,No,No,No,No,0,Yes,No,No
DL4658,Yes,No,No,No,No,0,No,No,No
AD8939,Yes,No,No,No,No,0,Yes,No,No
HT8567,Yes,No,No,No,No,0,No,No,No
OX4753,No,No,No,No,No,0,Yes,No,No
KC2471,Yes,No,No,No,No,0,Yes,No,No
CQ5545,Yes,No,No,No,No,0,No,No,No
DM0103,No,No,No,No,No,0,Yes,No,No
OG6294,No,No,No,No,No,0,No,No,No
VU0488,No,No,No,No,No,0,No,No,No
EN5030,Yes,No,No,No,No,0,No,No,No
LE0679,No,No,No,No,No,0,No,No,No
PN7477,No,No,No,No,No,0,No,No,No
QS2032,Yes,No,No,No,No,0,No,No,No
RH6289,No,No,No,No,No,0,No,No,No
PZ9545,No,No,No,No,No,0,No,No,No
RT9237,Yes,No,No,No,No,0,No,No,No
FN3216,Yes,No,No,No,No,0,No,No,No
DI4384,No,No,No,No,No,0,No,No,No
IC7669,Yes,No,No,No,No,0,No,No,No
ES4981,Yes,No,No,No,No,0,No,No,No
FD1136,No,No,No,No,No,0,No,No,No
SK9905,No,No,No,No,No,0,No,No,No
WE7645,No,No,No,No,No,0,No,No,No
MS1933,No,No,No,No,No,0,No,No,No
MA8501,Yes,No,No,No,No,0,No,No,No
ZC9949,No,No,No,No,No,0,No,No,No
EJ1970,No,No,No,No,No,0,No,No,No
CN8409,No,No,No,No,No,0,No,No,No
UR6408,Yes,No,No,No,No,0,No,No,No
CZ7573,No,No,No,No,No,0,No,No,No
QS4025,Yes,No,No,No,No,0,No,No,No
XF7954,No,No,No,No,No,0,No,No,No
IA3030,Yes,No,No,No,No,0,No,No,No
XW5771,No,No,No,No,No,0,No,No,No
SM3180,Yes,No,No,No,No,0,No,No,No
JV1796,No,No,No,No,No,0,No,No,No
QS4447,No,No,No,No,No,0,No,No,No
WM5870,No,No,No,No,No,0,No,No,No
NS9741,No,No,No,No,No,0,No,No,No
TQ2929,No,No,No,No,No,0,No,No,No
FM5527,No,No,No,No,No,0,No,No,No
PU9500,No,No,No,No,No,0,No,No,No
QV6819,No,No,No,No,No,0,No,No,No
TN4637,No,No,No,No,No,0,No,No,No
CY6108,No,No,No,No,No,0,No,No,No
GA7462,No,No,No,No,No,0,No,No,No
MV3916,No,No,No,No,No,0,No,No,No
XU1638,No,No,No,No,No,0,No,No,No
NI3352,No,No,No,No,No,0,No,No,No
RX3569,Yes,No,No,No,No,0,No,No,No
AA6838,Yes,No,No,No,No,0,No,No,No
LG2731,Yes,No,No,No,No,0,No,No,No
VX1972,Yes,No,No,No,No,0,No,No,No
JT2407,Yes,No,No,No,No,0,No,No,No
GF0499,Yes,No,No,No,No,0,No,No,No
ZZ8055,Yes,No,No,No,No,0,No,No,No
FC5122,Yes,No,No,No,No,0,No,No,No
MB3227,Yes,No,No,No,No,0,No,No,No
ND4575,Yes,No,No,No,No,0,No,No,No
NT7961,Yes,No,No,No,No,0,No,No,No
JE5322,Yes,No,No,No,No,0,No,No,No
JK5200,Yes,No,No,No,No,0,No,No,No
QO4883,Yes,No,No,No,No,0,No,No,No
DQ4740,Yes,No,No,No,No,0,No,No,No
LL2204,Yes,No,No,No,No,0,No,No,No
QF5268,Yes,No,No,No,No,0,No,No,No
NQ4591,Yes,No,No,No,No,0,No,No,No
OU5178,Yes,No,No,No,No,0,No,No,No
OP2921,Yes,No,No,No,No,0,No,No,No
TB3985,Yes,No,No,No,No,0,No,No,No
OZ9152,Yes,No,No,No,No,0,No,No,No
BO9677,Yes,No,No,No,No,0,No,No,No
YM6647,Yes,No,No,No,No,0,No,No,No
ZW6053,Yes,No,No,No,No,0,No,No,No
IH5886,Yes,No,No,No,No,0,No,No,No
PM3326,Yes,No,No,No,No,0,No,No,No
VZ4093,Yes,No,No,No,No,0,No,No,No
LT2364,Yes,No,No,No,No,0,No,No,No
LE5770,Yes,No,No,No,No,0,No,No,No
JJ6950,Yes,No,No,No,No,0,No,No,No
EM7019,Yes,No,No,No,No,0,No,No,No
ZL1135,Yes,No,No,No,No,0,No,No,No
LL6265,Yes,No,No,No,No,0,No,No,No
TW4818,Yes,No,No,No,No,0,No,No,No
YL3717,No,No,No,No,No,0,No,No,No
FM5067,No,No,No,No,No,0,No,No,No
AE1618,No,No,No,No,No,0,No,No,No
IG4018,No,No,No,No,No,0,No,No,No
PS8192,No,No,No,No,No,0,No,No,No
DK0014,No,No,No,No,No,0,No,No,No
JW7441,No,No,No,No,No,0,No,No,No
WR7117,No,No,No,No,No,0,No,No,No
TG0671,No,No,No,No,No,0,No,No,No
UQ1134,No,No,No,No,No,0,No,No,No
AF7087,No,No,No,No,No,0,No,No,No
AW6793,No,No,No,No,No,0,No,No,No
OJ1719,No,No,No,No,No,0,No,No,No
SB2269,No,No,No,No,No,0,No,No,No
MU2321,Yes,No,No,No,No,0,No,No,No
XM4850,Yes,No,No,No,No,0,No,No,No
ZA4582,Yes,No,No,No,No,0,No,No,No
PN4264,Yes,No,No,No,No,0,No,No,No
PO4818,Yes,No,No,No,No,0,No,No,No
GH7017,Yes,No,No,No,No,0,No,No,No
WR3740,Yes,No,No,No,No,0,No,No,No
HV2685,Yes,No,No,No,No,0,No,No,No
OY9353,Yes,No,No,No,No,0,No,No,No
PB0146,Yes,No,No,No,No,0,No,No,No
KC3212,Yes,No,No,No,No,0,No,No,No
HG2030,Yes,No,No,No,No,0,No,No,No
KQ8970,Yes,No,No,No,No,0,No,No,No
WJ8048,Yes,No,No,No,No,0,No,No,No
VK2106,Yes,No,No,No,No,0,No,No,No
ZQ9525,Yes,No,No,No,No,0,No,No,No
BA7660,Yes,No,No,No,No,0,No,No,No
BN1119,Yes,No,No,No,No,0,No,No,No
MJ7524,Yes,No,No,No,No,0,No,No,No
FU0891,Yes,No,No,No,No,0,No,No,No
UB4949,Yes,No,No,No,No,0,No,No,No
KV5985,Yes,No,No,No,No,0,No,No,No
BK3437,Yes,No,No,No,No,0,No,No,No
FW6953,Yes,No,No,No,No,0,No,No,No
WX8879,Yes,No,No,No,No,0,No,No,No
YF7540,Yes,No,No,No,No,0,No,No,No
JO3920,Yes,No,No,No,No,0,No,No,No
UY5915,Yes,No,No,No,No,0,No,No,No
WI0521,Yes,No,No,No,No,0,No,No,No
DW8994,Yes,No,No,No,No,0,No,No,No
VW3717,Yes,No,No,No,No,0,No,No,No
JN4234,Yes,No,No,No,No,0,No,No,No
FP5740,Yes,No,No,No,No,0,No,No,No
BA6264,Yes,No,No,No,No,0,No,No,No
WP6840,Yes,No,No,No,No,0,No,No,No
WT8611,Yes,No,No,No,No,0,No,No,No
GX7222,Yes,No,No,No,No,0,No,No,No
WS9939,Yes,No,No,No,No,0,No,No,No
LX7836,Yes,No,No,No,No,0,No,No,No
FS3882,Yes,No,No,No,No,0,No,No,No
YM0432,Yes,No,No,No,No,0,No,No,No
ZU4234,Yes,No,No,No,No,0,No,No,No
JE0510,Yes,No,No,No,No,0,No,No,No
MO4094,Yes,No,No,No,No,0,No,No,No
JP2296,Yes,No,No,No,No,0,No,No,No
NO7143,Yes,No,No,No,No,0,No,No,No
DP8999,Yes,No,No,No,No,0,No,No,No
NX0248,Yes,No,No,No,No,0,No,No,No
MB8148,Yes,No,No,No,No,0,No,No,No
FQ2120,Yes,No,No,No,No,0,No,No,No
HO2287,Yes,No,No,No,No,0,No,No,No
IK4911,Yes,No,No,No,No,0,No,No,No
VW9412,Yes,No,No,No,No,0,No,No,No
FA1447,Yes,No,No,No,No,0,No,No,No
LV0539,Yes,No,No,No,No,0,No,No,No
TQ5562,Yes,No,No,No,No,0,No,No,No
OC8468,Yes,No,No,No,No,0,No,No,No
OW0020,Yes,No,No,No,No,0,No,No,No
PP6653,Yes,No,No,No,No,0,No,No,No
UE4488,Yes,No,No,No,No,0,No,No,No
UZ4003,Yes,No,No,No,No,0,No,No,No
HG7117,Yes,No,No,No,No,0,No,No,No
TL2681,Yes,No,No,No,No,0,No,No,No
TX0986,Yes,No,No,No,No,0,No,No,No
UY1931,Yes,No,No,No,No,0,No,No,No
DJ7793,Yes,No,No,No,No,0,No,No,No
II0870,Yes,No,No,No,No,0,No,No,No
SH7295,Yes,No,No,No,No,0,No,No,No
LC2117,Yes,No,No,No,No,0,No,No,No
DK2839,Yes,No,No,No,No,0,No,No,No
GP8870,Yes,No,No,No,No,0,No,No,No
VF6597,Yes,No,No,No,No,0,No,No,No
KQ1987,Yes,No,No,No,No,0,No,No,No
KB0518,Yes,No,No,No,No,0,No,No,No
IF9262,Yes,No,No,No,No,0,No,No,No
EO5837,Yes,No,No,No,No,0,No,No,No
VM8335,Yes,No,No,No,No,0,No,No,No
LR6946,Yes,No,No,No,No,0,No,No,No
HN6675,Yes,No,No,No,No,0,No,No,No
WE1370,Yes,No,No,No,No,0,No,No,No
ZO0676,Yes,No,No,No,No,0,No,No,No
SI7891,Yes,No,No,No,No,0,No,No,No
FH3648,Yes,No,No,No,No,0,No,No,No
KJ0290,Yes,No,No,No,No,0,No,No,No
BQ3436,Yes,No,No,No,No,0,No,No,No
TW2729,Yes,No,No,No,No,0,No,No,No
VX1361,Yes,No,No,No,No,0,No,No,No
IM7550,Yes,No,No,No,No,0,No,No,No
YK1189,Yes,No,No,No,No,0,No,No,No
OD1621,Yes,No,No,No,No,0,No,No,No
DG9887,Yes,No,No,No,No,0,No,No,No
WP4124,Yes,No,No,No,No,0,No,No,No
JN6539,Yes,No,No,No,No,0,No,No,No
VT1872,Yes,No,No,No,No,0,No,No,No
DM8890,Yes,No,No,No,No,0,No,No,No
MD3666,Yes,No,No,No,No,0,No,No,No
WH2343,Yes,No,No,No,No,0,No,No,No
QE7492,Yes,No,No,No,No,0,No,No,No
UG9055,Yes,No,No,No,No,0,No,No,No
OR0822,Yes,No,No,No,No,0,No,No,No
TS5904,Yes,No,No,No,No,0,No,No,No
YI1383,Yes,No,No,No,No,0,No,No,No
IH5800,Yes,No,No,No,No,0,No,No,No
RV7004,Yes,No,No,No,No,0,No,No,No
EJ3290,Yes,No,No,No,No,0,No,No,No
EN0250,Yes,No,No,No,No,0,No,No,No
FC3802,Yes,No,No,No,No,0,No,No,No
BN6989,Yes,No,No,No,No,0,No,No,No
RM7273,Yes,No,No,No,No,0,No,No,No
VV3058,Yes,No,No,No,No,0,No,No,No
AA5764,Yes,No,No,No,No,0,No,No,No
BT9301,Yes,No,No,No,No,0,No,No,No
MH5971,Yes,No,No,No,No,0,No,No,No
FP9002,Yes,No,No,No,No,0,No,No,No
RO3665,Yes,No,No,No,No,0,No,No,No
CS2205,Yes,No,No,No,No,0,No,No,No
UP6345,Yes,No,No,No,No,0,No,No,No
XA1403,Yes,No,No,No,No,0,No,No,No
XG4387,Yes,No,No,No,No,0,No,No,No
PS8168,Yes,No,No,No,No,0,No,No,No
GH3671,Yes,No,No,No,No,0,No,No,No
DA4570,Yes,No,No,No,No,0,No,No,No
UY1777,Yes,No,No,No,No,0,No,No,No
FH2205,No,No,No,No,No,0,No,No,No
GM8172,No,No,No,No,No,0,No,No,No
RQ6447,No,No,No,No,No,0,No,No,No
TA0124,No,No,No,No,No,0,No,No,No
CS6873,No,No,No,No,No,0,No,No,No
YK3410,No,No,No,No,No,0,No,No,No
KO2020,No,No,No,No,No,0,No,No,No
ZZ3735,No,No,No,No,No,0,No,No,No
HM8968,No,No,No,No,No,0,No,No,No
GG3700,No,No,No,No,No,0,No,No,No
OG5515,No,No,No,No,No,0,No,No,No
IG0510,No,No,No,No,No,0,No,No,No
LD2148,No,No,No,No,No,0,No,No,No
LZ2942,No,No,No,No,No,0,No,No,No
ML0959,No,No,No,No,No,0,No,No,No
UO9413,Yes,No,No,No,No,0,Yes,No,No
ZD2501,Yes,No,No,No,No,0,Yes,No,No
HM2459,No,No,No,No,No,0,No,No,No
UL8317,Yes,No,No,No,No,0,No,No,No
PO1472,Yes,No,No,No,No,0,No,No,No
UR7587,No,No,No,No,No,0,No,No,No
PQ2380,No,No,No,No,No,0,No,No,No
BQ3202,No,No,No,No,No,0,No,No,No
AK7417,Yes,No,No,No,No,0,No,No,No
VA5915,Yes,No,No,No,No,0,No,No,No
YX4740,Yes,No,No,No,No,0,No,No,No
LK3350,Yes,No,No,No,No,0,No,No,No
XG7450,Yes,No,No,No,No,0,No,No,No
LD7100,Yes,No,No,No,No,0,No,No,No
DN6060,Yes,No,No,No,No,0,No,No,No
SM3404,Yes,No,No,No,No,0,No,No,No
UO5438,Yes,No,No,No,No,0,No,No,No
MR1526,No,No,No,No,No,0,No,No,No
UG4603,No,No,No,No,No,0,No,No,No
EW1394,No,No,No,No,No,0,No,No,No
OF2029,No,No,No,No,No,0,No,No,No
RA5908,No,No,No,No,No,0,No,No,No
PW0599,No,No,No,No,No,0,No,No,No
WB7053,No,No,No,No,No,0,No,No,No
RK2933,No,No,No,No,No,0,No,No,No
JC6160,Yes,No,No,No,No,0,No,No,No
BY8178,Yes,No,No,No,No,0,No,No,No
IW4718,Yes,No,No,No,No,0,No,No,No
BG5865,Yes,No,No,No,No,0,No,No,No
XA0116,Yes,No,No,No,No,0,No,No,No
HT0202,Yes,No,No,No,No,0,No,No,No
KH0491,Yes,No,No,No,No,0,No,No,No
FB4671,Yes,No,No,No,No,0,No,No,No
BT7658,Yes,No,No,No,No,0,No,No,No
CO6266,Yes,No,No,No,No,0,No,No,No
QM8653,Yes,No,No,No,No,0,No,No,No
CD7813,Yes,No,No,No,No,0,No,No,No
BV6539,Yes,No,No,No,No,0,No,No,No
RE5582,Yes,No,No,No,No,0,No,No,No
SZ3296,Yes,No,No,No,No,0,No,No,No
PV7120,Yes,No,No,No,No,0,No,No,No
OB9585,Yes,No,No,No,No,0,No,No,No
VI3369,Yes,No,No,No,No,0,No,No,No
WJ2608,Yes,No,No,No,No,0,No,No,No
QT8864,Yes,No,No,No,No,0,No,No,No
SK2133,Yes,No,No,No,No,0,No,No,No
WG8452,Yes,No,No,No,No,0,No,No,No
ZN9274,Yes,No,No,No,No,0,No,No,No
FM9975,Yes,No,No,No,No,0,No,No,No
SQ7504,Yes,No,No,No,No,0,No,No,No
QZ3404,Yes,No,No,No,No,0,No,No,No
KR0116,No,No,No,No,No,0,No,No,No
WA9846,No,No,No,No,No,0,No,No,No
WA3445,No,No,No,No,No,0,No,No,No
US7972,No,No,No,No,No,0,No,No,No
CD6496,No,No,No,No,No,0,No,No,No
MZ8786,Yes,No,No,No,No,0,No,No,No
OU6094,Yes,No,No,No,No,0,No,No,No
UX8202,No,No,No,No,No,0,No,No,No
PT7035,Yes,No,No,No,No,0,No,No,No
JE7238,No,No,No,No,No,0,No,No,No
QD4317,Yes,No,No,No,No,0,No,No,No
DU2263,Yes,No,No,No,No,0,No,No,No
EH9014,Yes,No,No,No,No,0,No,No,No
ID1440,No,No,No,No,No,0,No,No,No
RC4063,No,No,No,No,No,0,No,No,No
ZD7358,No,No,No,No,No,0,No,No,No
FH1727,Yes,No,No,No,No,0,No,No,No
LE0904,Yes,No,No,No,No,0,No,No,No
KD5081,Yes,No,No,No,No,0,No,No,No
DV2266,No,No,No,No,No,0,No,No,No
XP9901,Yes,No,No,No,No,0,No,No,No
ZV1395,Yes,No,No,No,No,0,No,No,No
BU4714,No,No,No,No,No,0,No,No,No
VG8524,No,No,No,No,No,0,No,No,No
XO2827,No,No,No,No,No,0,No,No,No
JI0996,No,No,No,No,No,0,No,No,No
AN6195,No,No,No,No,No,0,No,No,No
CI9910,No,No,No,No,No,0,No,No,No
SF4820,No,No,No,No,No,0,No,No,No
EN3879,No,No,No,No,No,0,No,No,No
MO2350,No,No,No,No,No,0,No,No,No
